#   Radius       Mass      Log(P)   Log(Rho)   Log(T)     L(r)      Pgas/P    Log(jrot)     L/m      v/csound    omega       v_rot       csound   
2.0049e-01 3.8232e+01 1.7136e+01 1.4561e-01 7.9289e+00 6.8909e+12 4.3050e-02 1.7361e+01 1.8024e+11 0.0000e+00 1.7683e-03 2.4674e+02 3.6218e+08
1.9970e-01 3.8232e+01 1.7141e+01 1.5682e-01 7.9300e+00 5.8956e+12 4.3799e-02 1.7360e+01 1.5420e+11 0.0000e+00 1.7770e-03 2.4698e+02 3.5955e+08
1.9931e-01 3.8232e+01 1.7144e+01 1.0839e-01 7.9311e+00 2.6357e+12 3.9057e-02 1.7359e+01 6.8940e+10 0.0000e+00 1.7824e-03 2.4725e+02 3.8115e+08
1.9910e-01 3.8232e+01 1.7147e+01 1.2598e-01 7.9318e+00 5.4772e+14 4.0422e-02 1.7360e+01 1.4326e+13 0.0000e+00 1.7887e-03 2.4786e+02 3.7498e+08
1.9861e-01 3.8232e+01 1.7151e+01 1.2444e-01 7.9328e+00 4.1711e+14 4.0017e-02 1.7363e+01 1.0910e+13 0.0000e+00 1.8091e-03 2.5007e+02 3.7730e+08
1.9805e-01 3.8232e+01 1.7155e+01 1.1705e-01 7.9340e+00 6.2702e+13 3.9066e-02 1.7361e+01 1.6400e+12 0.0000e+00 1.8142e-03 2.5007e+02 3.8235e+08
1.9747e-01 3.8232e+01 1.7159e+01 1.2002e-01 7.9349e+00 1.1829e+14 3.9079e-02 1.7360e+01 3.0941e+12 0.0000e+00 1.8206e-03 2.5022e+02 3.8270e+08
1.9704e-01 3.8232e+01 1.7162e+01 1.3441e-01 7.9355e+00 1.5064e+14 4.0178e-02 1.7360e+01 3.9401e+12 0.0000e+00 1.8255e-03 2.5035e+02 3.7773e+08
1.9677e-01 3.8232e+01 1.7164e+01 1.2851e-01 7.9362e+00 1.2518e+14 3.9478e-02 1.7360e+01 3.2742e+12 0.0000e+00 1.8328e-03 2.5099e+02 3.8134e+08
1.9634e-01 3.8232e+01 1.7169e+01 7.1317e-02 7.9380e+00 1.2903e+14 3.4375e-02 1.7361e+01 3.3749e+12 0.0000e+00 1.8458e-03 2.5223e+02 4.0936e+08
1.9538e-01 3.8232e+01 1.7175e+01 7.6231e-02 7.9396e+00 1.5765e+16 3.4378e-02 1.7361e+01 4.1234e+14 0.0000e+00 1.8626e-03 2.5328e+02 4.1011e+08
1.9442e-01 3.8232e+01 1.7181e+01 7.6960e-02 7.9409e+00 2.5869e+16 3.4122e-02 1.7361e+01 6.7665e+14 0.0000e+00 1.8807e-03 2.5449e+02 4.1228e+08
1.9378e-01 3.8232e+01 1.7184e+01 7.7033e-02 7.9418e+00 3.2591e+16 3.3941e-02 1.7360e+01 8.5247e+14 0.0000e+00 1.8911e-03 2.5504e+02 4.1377e+08
1.9346e-01 3.8232e+01 1.7185e+01 7.6895e-02 7.9422e+00 3.5959e+16 3.3837e-02 1.7360e+01 9.4054e+14 0.0000e+00 1.8957e-03 2.5525e+02 4.1459e+08
1.9330e-01 3.8232e+01 1.7186e+01 7.6822e-02 7.9425e+00 3.7609e+16 3.3769e-02 1.7360e+01 9.8372e+14 0.0000e+00 1.8978e-03 2.5532e+02 4.1514e+08
1.9314e-01 3.8232e+01 1.7188e+01 7.6581e-02 7.9427e+00 3.9268e+16 3.3689e-02 1.7360e+01 1.0271e+15 0.0000e+00 1.8998e-03 2.5537e+02 4.1576e+08
1.9298e-01 3.8232e+01 1.7203e+01 3.7023e-01 7.9430e+00 4.0832e+16 6.4031e-02 1.7359e+01 1.0680e+15 0.0000e+00 1.9015e-03 2.5539e+02 3.0221e+08
1.9289e-01 3.8232e+01 1.7206e+01 4.0149e-01 7.9433e+00 4.0517e+16 6.8369e-02 1.7359e+01 1.0598e+15 0.0000e+00 1.9041e-03 2.5563e+02 2.9263e+08
1.9282e-01 3.8232e+01 1.7223e+01 5.9592e-01 7.9435e+00 4.2480e+16 1.0282e-01 1.7360e+01 1.1111e+15 0.0000e+00 1.9079e-03 2.5604e+02 2.3919e+08
1.9277e-01 3.8232e+01 1.7212e+01 4.5841e-01 7.9439e+00 4.3425e+16 7.6882e-02 1.7360e+01 1.1358e+15 0.0000e+00 1.9094e-03 2.5617e+02 2.7631e+08
1.9263e-01 3.8232e+01 1.7219e+01 5.0686e-01 7.9447e+00 4.6699e+16 8.4760e-02 1.7360e+01 1.2215e+15 0.0000e+00 1.9135e-03 2.5654e+02 2.6351e+08
1.9239e-01 3.8232e+01 1.7218e+01 4.5231e-01 7.9455e+00 5.2074e+16 7.5131e-02 1.7360e+01 1.3621e+15 0.0000e+00 1.9184e-03 2.5688e+02 2.7998e+08
1.9225e-01 3.8232e+01 1.7223e+01 4.9148e-01 7.9460e+00 5.5486e+16 8.1368e-02 1.7360e+01 1.4513e+15 0.0000e+00 1.9214e-03 2.5709e+02 2.6931e+08
1.9213e-01 3.8231e+01 1.7221e+01 4.4234e-01 7.9466e+00 5.8397e+16 7.3051e-02 1.7360e+01 1.5275e+15 0.0000e+00 1.9239e-03 2.5726e+02 2.8425e+08
1.9199e-01 3.8231e+01 1.7227e+01 4.9869e-01 7.9471e+00 6.1997e+16 8.2056e-02 1.7361e+01 1.6216e+15 0.0000e+00 1.9273e-03 2.5753e+02 2.6852e+08
1.9186e-01 3.8231e+01 1.7241e+01 6.2686e-01 7.9477e+00 6.4850e+16 1.0683e-01 1.7361e+01 1.6963e+15 0.0000e+00 1.9305e-03 2.5778e+02 2.3583e+08
1.9177e-01 3.8231e+01 1.7247e+01 6.5464e-01 7.9482e+00 6.6106e+16 1.1270e-01 1.7361e+01 1.7291e+15 0.0000e+00 1.9324e-03 2.5792e+02 2.2984e+08
1.9168e-01 3.8231e+01 1.7432e+01 1.4066e+00 7.9490e+00 6.7195e+16 4.1639e-01 1.7361e+01 1.7576e+15 -7.8597e-01 1.9344e-03 2.5806e+02 1.2203e+08
1.9165e-01 3.8231e+01 1.7436e+01 1.4090e+00 7.9502e+00 6.6865e+16 4.1559e-01 1.7361e+01 1.7489e+15 -1.2788e+00 1.9345e-03 2.5804e+02 1.2232e+08
1.9162e-01 3.8231e+01 1.7524e+01 1.4085e+00 7.9815e+00 6.6471e+16 3.6399e-01 1.7361e+01 1.7387e+15 -1.1776e+00 1.9347e-03 2.5802e+02 1.3501e+08
1.9161e-01 3.8231e+01 1.7570e+01 1.4088e+00 7.9969e+00 6.6273e+16 3.4002e-01 1.7361e+01 1.7335e+15 -1.1158e+00 1.9348e-03 2.5801e+02 1.4195e+08
1.9159e-01 3.8231e+01 1.7624e+01 1.4093e+00 8.0148e+00 6.6102e+16 3.1308e-01 1.7361e+01 1.7290e+15 -1.0695e+00 1.9349e-03 2.5800e+02 1.5075e+08
1.9156e-01 3.8231e+01 1.7675e+01 1.4100e+00 8.0313e+00 6.5743e+16 2.8944e-01 1.7360e+01 1.7196e+15 -1.0026e+00 1.9351e-03 2.5799e+02 1.5954e+08
1.9153e-01 3.8231e+01 1.7715e+01 1.4106e+00 8.0437e+00 6.5476e+16 2.7233e-01 1.7360e+01 1.7126e+15 -9.5632e-01 1.9353e-03 2.5798e+02 1.6667e+08
1.9150e-01 3.8231e+01 1.7763e+01 1.4116e+00 8.0586e+00 6.5202e+16 2.5293e-01 1.7360e+01 1.7055e+15 -9.2162e-01 1.9355e-03 2.5797e+02 1.7571e+08
1.9144e-01 3.8231e+01 1.7803e+01 1.4127e+00 8.0709e+00 6.4714e+16 2.3762e-01 1.7360e+01 1.6927e+15 -8.7038e-01 1.9360e-03 2.5795e+02 1.8370e+08
1.9139e-01 3.8231e+01 1.7832e+01 1.4139e+00 8.0796e+00 6.4382e+16 2.2740e-01 1.7360e+01 1.6840e+15 -8.4250e-01 1.9365e-03 2.5795e+02 1.8954e+08
1.9135e-01 3.8231e+01 1.7857e+01 1.4151e+00 8.0870e+00 6.4073e+16 2.1908e-01 1.7360e+01 1.6760e+15 -8.2002e-01 1.9369e-03 2.5794e+02 1.9464e+08
1.9130e-01 3.8231e+01 1.7875e+01 1.4161e+00 8.0923e+00 6.3782e+16 2.1329e-01 1.7360e+01 1.6684e+15 -8.0124e-01 1.9374e-03 2.5795e+02 1.9840e+08
1.9127e-01 3.8231e+01 1.7885e+01 1.4168e+00 8.0952e+00 6.3597e+16 2.1017e-01 1.7360e+01 1.6635e+15 -7.9029e-01 1.9377e-03 2.5795e+02 2.0051e+08
1.9126e-01 3.8230e+01 1.7895e+01 1.4175e+00 8.0980e+00 6.3507e+16 2.0723e-01 1.7360e+01 1.6612e+15 -7.8530e-01 1.9378e-03 2.5795e+02 2.0254e+08
1.9123e-01 3.8230e+01 1.7907e+01 1.4184e+00 8.1015e+00 6.3331e+16 2.0366e-01 1.7360e+01 1.6565e+15 -7.7590e-01 1.9382e-03 2.5795e+02 2.0508e+08
1.9120e-01 3.8230e+01 1.7918e+01 1.4194e+00 8.1047e+00 6.3160e+16 2.0040e-01 1.7360e+01 1.6521e+15 -7.6730e-01 1.9385e-03 2.5796e+02 2.0747e+08
1.9117e-01 3.8230e+01 1.7928e+01 1.4203e+00 8.1078e+00 6.2994e+16 1.9742e-01 1.7359e+01 1.6477e+15 -7.5937e-01 1.9388e-03 2.5796e+02 2.0972e+08
1.9114e-01 3.8230e+01 1.7938e+01 1.4213e+00 8.1106e+00 6.2833e+16 1.9467e-01 1.7359e+01 1.6435e+15 -7.5205e-01 1.9392e-03 2.5797e+02 2.1186e+08
1.9111e-01 3.8230e+01 1.7948e+01 1.4224e+00 8.1133e+00 6.2676e+16 1.9215e-01 1.7359e+01 1.6394e+15 -7.4518e-01 1.9395e-03 2.5797e+02 2.1387e+08
1.9108e-01 3.8230e+01 1.7957e+01 1.4235e+00 8.1159e+00 6.2522e+16 1.8983e-01 1.7359e+01 1.6354e+15 -7.3884e-01 1.9399e-03 2.5798e+02 2.1578e+08
1.9105e-01 3.8230e+01 1.7965e+01 1.4248e+00 8.1183e+00 6.2373e+16 1.8773e-01 1.7359e+01 1.6315e+15 -7.3292e-01 1.9403e-03 2.5799e+02 2.1755e+08
1.9102e-01 3.8230e+01 1.7973e+01 1.4264e+00 8.1206e+00 6.2227e+16 1.8586e-01 1.7359e+01 1.6277e+15 -7.2751e-01 1.9407e-03 2.5800e+02 2.1920e+08
1.9099e-01 3.8230e+01 1.7981e+01 1.4278e+00 8.1228e+00 6.2085e+16 1.8405e-01 1.7359e+01 1.6240e+15 -7.2261e-01 1.9410e-03 2.5801e+02 2.2081e+08
1.9096e-01 3.8230e+01 1.7993e+01 1.4297e+00 8.1260e+00 6.1945e+16 1.8144e-01 1.7359e+01 1.6203e+15 -7.1785e-01 1.9414e-03 2.5802e+02 2.2317e+08
1.9090e-01 3.8230e+01 1.8006e+01 1.4320e+00 8.1299e+00 6.1675e+16 1.7825e-01 1.7359e+01 1.6133e+15 -7.0896e-01 1.9422e-03 2.5804e+02 2.2612e+08
1.9084e-01 3.8230e+01 1.8016e+01 1.4337e+00 8.1326e+00 6.1415e+16 1.7607e-01 1.7359e+01 1.6065e+15 -7.0084e-01 1.9430e-03 2.5807e+02 2.2820e+08
1.9081e-01 3.8230e+01 1.8022e+01 1.4347e+00 8.1343e+00 6.1289e+16 1.7466e-01 1.7359e+01 1.6032e+15 -6.9701e-01 1.9434e-03 2.5809e+02 2.2955e+08
1.9078e-01 3.8230e+01 1.8031e+01 1.4360e+00 8.1368e+00 6.1165e+16 1.7262e-01 1.7359e+01 1.5999e+15 -6.9330e-01 1.9438e-03 2.5810e+02 2.3155e+08
1.9073e-01 3.8229e+01 1.8040e+01 1.4374e+00 8.1392e+00 6.0922e+16 1.7074e-01 1.7359e+01 1.5936e+15 -6.8630e-01 1.9446e-03 2.5813e+02 2.3342e+08
1.9070e-01 3.8229e+01 1.8045e+01 1.4383e+00 8.1407e+00 6.0803e+16 1.6954e-01 1.7359e+01 1.5905e+15 -6.8299e-01 1.9450e-03 2.5815e+02 2.3464e+08
1.9067e-01 3.8229e+01 1.8053e+01 1.4396e+00 8.1429e+00 6.0687e+16 1.6781e-01 1.7359e+01 1.5874e+15 -6.7980e-01 1.9454e-03 2.5816e+02 2.3642e+08
1.9061e-01 3.8229e+01 1.8063e+01 1.4413e+00 8.1457e+00 6.0458e+16 1.6570e-01 1.7359e+01 1.5815e+15 -6.7381e-01 1.9463e-03 2.5820e+02 2.3866e+08
1.9055e-01 3.8229e+01 1.8073e+01 1.4432e+00 8.1484e+00 6.0236e+16 1.6378e-01 1.7359e+01 1.5757e+15 -6.6831e-01 1.9472e-03 2.5823e+02 2.4075e+08
1.9050e-01 3.8229e+01 1.8082e+01 1.4447e+00 8.1509e+00 6.0019e+16 1.6187e-01 1.7358e+01 1.5700e+15 -6.6234e-01 1.9480e-03 2.5827e+02 2.4284e+08
1.9044e-01 3.8229e+01 1.8090e+01 1.4460e+00 8.1533e+00 5.9807e+16 1.6005e-01 1.7358e+01 1.5645e+15 -6.5654e-01 1.9489e-03 2.5831e+02 2.4486e+08
1.9038e-01 3.8229e+01 1.8099e+01 1.4471e+00 8.1555e+00 5.9601e+16 1.5830e-01 1.7358e+01 1.5591e+15 -6.5099e-01 1.9498e-03 2.5835e+02 2.4683e+08
1.9033e-01 3.8229e+01 1.8110e+01 1.4486e+00 8.1588e+00 5.9398e+16 1.5576e-01 1.7358e+01 1.5538e+15 -6.4561e-01 1.9507e-03 2.5840e+02 2.4973e+08
1.9021e-01 3.8228e+01 1.8121e+01 1.4500e+00 8.1618e+00 5.9006e+16 1.5348e-01 1.7358e+01 1.5435e+15 -6.3550e-01 1.9526e-03 2.5849e+02 2.5241e+08
1.9016e-01 3.8228e+01 1.8128e+01 1.4510e+00 8.1637e+00 5.8815e+16 1.5206e-01 1.7358e+01 1.5385e+15 -6.3077e-01 1.9535e-03 2.5853e+02 2.5413e+08
1.9010e-01 3.8228e+01 1.8135e+01 1.4522e+00 8.1656e+00 5.8627e+16 1.5077e-01 1.7358e+01 1.5336e+15 -6.2632e-01 1.9544e-03 2.5858e+02 2.5573e+08
1.9004e-01 3.8228e+01 1.8141e+01 1.4531e+00 8.1674e+00 5.8443e+16 1.4944e-01 1.7358e+01 1.5288e+15 -6.2138e-01 1.9554e-03 2.5863e+02 2.5737e+08
1.8999e-01 3.8228e+01 1.8148e+01 1.4537e+00 8.1691e+00 5.8261e+16 1.4812e-01 1.7358e+01 1.5241e+15 -6.1646e-01 1.9563e-03 2.5868e+02 2.5901e+08
1.8993e-01 3.8228e+01 1.8154e+01 1.4543e+00 8.1707e+00 5.8082e+16 1.4685e-01 1.7358e+01 1.5194e+15 -6.1161e-01 1.9573e-03 2.5873e+02 2.6061e+08
1.8987e-01 3.8228e+01 1.8160e+01 1.4549e+00 8.1724e+00 5.7906e+16 1.4562e-01 1.7358e+01 1.5148e+15 -6.0690e-01 1.9583e-03 2.5879e+02 2.6217e+08
1.8982e-01 3.8227e+01 1.8165e+01 1.4552e+00 8.1739e+00 5.7693e+16 1.4439e-01 1.7358e+01 1.5092e+15 -6.0239e-01 1.9593e-03 2.5884e+02 2.6373e+08
1.8976e-01 3.8227e+01 1.8171e+01 1.4555e+00 8.1754e+00 5.7560e+16 1.4318e-01 1.7358e+01 1.5057e+15 -5.9795e-01 1.9603e-03 2.5889e+02 2.6528e+08
1.8971e-01 3.8227e+01 1.8176e+01 1.4555e+00 8.1769e+00 5.7350e+16 1.4193e-01 1.7358e+01 1.5002e+15 -5.9356e-01 1.9613e-03 2.5895e+02 2.6688e+08
1.8965e-01 3.8227e+01 1.8182e+01 1.4548e+00 8.1787e+00 5.7222e+16 1.4024e-01 1.7358e+01 1.4969e+15 -5.8906e-01 1.9623e-03 2.5900e+02 2.6899e+08
1.8957e-01 3.8227e+01 1.8189e+01 1.4548e+00 8.1807e+00 5.6885e+16 1.3855e-01 1.7358e+01 1.4881e+15 -5.8169e-01 1.9638e-03 2.5909e+02 2.7124e+08
1.8948e-01 3.8227e+01 1.8196e+01 1.4554e+00 8.1827e+00 5.6724e+16 1.3710e-01 1.7358e+01 1.4839e+15 -5.7500e-01 1.9653e-03 2.5918e+02 2.7325e+08
1.8940e-01 3.8227e+01 1.8203e+01 1.4564e+00 8.1846e+00 5.6483e+16 1.3585e-01 1.7358e+01 1.4776e+15 -5.6876e-01 1.9669e-03 2.5927e+02 2.7509e+08
1.8931e-01 3.8226e+01 1.8210e+01 1.4580e+00 8.1864e+00 5.6246e+16 1.3481e-01 1.7358e+01 1.4714e+15 -5.6301e-01 1.9684e-03 2.5936e+02 2.7671e+08
1.8923e-01 3.8226e+01 1.8217e+01 1.4598e+00 8.1881e+00 5.6014e+16 1.3386e-01 1.7358e+01 1.4653e+15 -5.5767e-01 1.9700e-03 2.5945e+02 2.7823e+08
1.8914e-01 3.8226e+01 1.8223e+01 1.4617e+00 8.1898e+00 5.5785e+16 1.3302e-01 1.7358e+01 1.4593e+15 -5.5257e-01 1.9716e-03 2.5954e+02 2.7964e+08
1.8906e-01 3.8226e+01 1.8229e+01 1.4641e+00 8.1915e+00 5.5560e+16 1.3232e-01 1.7357e+01 1.4535e+15 -5.4773e-01 1.9732e-03 2.5964e+02 2.8090e+08
1.8898e-01 3.8226e+01 1.8236e+01 1.4670e+00 8.1934e+00 5.5340e+16 1.3161e-01 1.7357e+01 1.4477e+15 -5.4317e-01 1.9748e-03 2.5973e+02 2.8224e+08
1.8887e-01 3.8225e+01 1.8244e+01 1.4706e+00 8.1954e+00 5.5053e+16 1.3093e-01 1.7357e+01 1.4402e+15 -5.3867e-01 1.9769e-03 2.5986e+02 2.8363e+08
1.8876e-01 3.8225e+01 1.8252e+01 1.4745e+00 8.1974e+00 5.4773e+16 1.3037e-01 1.7357e+01 1.4329e+15 -5.3444e-01 1.9790e-03 2.5999e+02 2.8489e+08
1.8865e-01 3.8225e+01 1.8262e+01 1.4795e+00 8.2001e+00 5.4498e+16 1.2959e-01 1.7357e+01 1.4257e+15 -5.2989e-01 1.9812e-03 2.6012e+02 2.8659e+08
1.8846e-01 3.8224e+01 1.8274e+01 1.4859e+00 8.2031e+00 5.4036e+16 1.2892e-01 1.7357e+01 1.4136e+15 -5.2434e-01 1.9849e-03 2.6036e+02 2.8830e+08
1.8830e-01 3.8224e+01 1.8282e+01 1.4906e+00 8.2050e+00 5.3654e+16 1.2860e-01 1.7357e+01 1.4037e+15 -5.2051e-01 1.9881e-03 2.6056e+02 2.8931e+08
1.8822e-01 3.8224e+01 1.8289e+01 1.4952e+00 8.2070e+00 5.3467e+16 1.2829e-01 1.7357e+01 1.3988e+15 -5.1838e-01 1.9897e-03 2.6066e+02 2.9029e+08
1.8807e-01 3.8224e+01 1.8299e+01 1.5013e+00 8.2095e+00 5.3103e+16 1.2794e-01 1.7357e+01 1.3893e+15 -5.1488e-01 1.9929e-03 2.6086e+02 2.9151e+08
1.8791e-01 3.8223e+01 1.8310e+01 1.5081e+00 8.2123e+00 5.2751e+16 1.2754e-01 1.7357e+01 1.3801e+15 -5.1149e-01 1.9961e-03 2.6106e+02 2.9289e+08
1.8771e-01 3.8223e+01 1.8319e+01 1.5136e+00 8.2145e+00 5.2299e+16 1.2719e-01 1.7357e+01 1.3683e+15 -5.0818e-01 2.0004e-03 2.6134e+02 2.9405e+08
1.8761e-01 3.8222e+01 1.8325e+01 1.5173e+00 8.2160e+00 5.2079e+16 1.2697e-01 1.7357e+01 1.3625e+15 -5.0638e-01 2.0025e-03 2.6147e+02 2.9480e+08
1.8751e-01 3.8222e+01 1.8333e+01 1.5231e+00 8.2182e+00 5.1863e+16 1.2678e-01 1.7357e+01 1.3569e+15 -5.0463e-01 2.0046e-03 2.6161e+02 2.9575e+08
1.8732e-01 3.8222e+01 1.8342e+01 1.5278e+00 8.2203e+00 5.1447e+16 1.2638e-01 1.7357e+01 1.3460e+15 -5.0322e-01 2.0088e-03 2.6188e+02 2.9692e+08
1.8722e-01 3.8221e+01 1.8347e+01 1.5302e+00 8.2217e+00 5.1189e+16 1.2596e-01 1.7357e+01 1.3393e+15 -5.0226e-01 2.0109e-03 2.6201e+02 2.9787e+08
1.8712e-01 3.8221e+01 1.8354e+01 1.5328e+00 8.2237e+00 5.1040e+16 1.2508e-01 1.7357e+01 1.3354e+15 -5.0100e-01 2.0130e-03 2.6215e+02 2.9958e+08
1.8693e-01 3.8221e+01 1.8364e+01 1.5345e+00 8.2262e+00 5.0648e+16 1.2359e-01 1.7357e+01 1.3251e+15 -4.9807e-01 2.0171e-03 2.6242e+02 3.0223e+08
1.8673e-01 3.8220e+01 1.8373e+01 1.5332e+00 8.2286e+00 5.0264e+16 1.2145e-01 1.7357e+01 1.3151e+15 -4.9432e-01 2.0213e-03 2.6270e+02 3.0569e+08
1.8654e-01 3.8220e+01 1.8381e+01 1.5315e+00 8.2310e+00 4.9888e+16 1.1935e-01 1.7357e+01 1.3053e+15 -4.9142e-01 2.0256e-03 2.6297e+02 3.0915e+08
1.8635e-01 3.8219e+01 1.8389e+01 1.5295e+00 8.2332e+00 4.9515e+16 1.1726e-01 1.7357e+01 1.2956e+15 -4.8852e-01 2.0298e-03 2.6325e+02 3.1263e+08
1.8615e-01 3.8219e+01 1.8396e+01 1.5264e+00 8.2353e+00 4.9150e+16 1.1502e-01 1.7357e+01 1.2860e+15 -4.8746e-01 2.0341e-03 2.6354e+02 3.1638e+08
1.8595e-01 3.8218e+01 1.8403e+01 1.5218e+00 8.2373e+00 4.8787e+16 1.1253e-01 1.7357e+01 1.2765e+15 -4.8586e-01 2.0385e-03 2.6382e+02 3.2055e+08
1.8575e-01 3.8218e+01 1.8410e+01 1.5181e+00 8.2393e+00 4.8425e+16 1.1035e-01 1.7357e+01 1.2671e+15 -4.8465e-01 2.0429e-03 2.6411e+02 3.2437e+08
1.8555e-01 3.8217e+01 1.8419e+01 1.5139e+00 8.2421e+00 4.8065e+16 1.0751e-01 1.7357e+01 1.2577e+15 -4.8391e-01 2.0474e-03 2.6440e+02 3.2961e+08
1.8514e-01 3.8216e+01 1.8429e+01 1.5127e+00 8.2448e+00 4.7345e+16 1.0543e-01 1.7357e+01 1.2389e+15 -4.8087e-01 2.0566e-03 2.6500e+02 3.3385e+08
1.8490e-01 3.8216e+01 1.8437e+01 1.5121e+00 8.2468e+00 4.6922e+16 1.0402e-01 1.7357e+01 1.2278e+15 -4.7512e-01 2.0620e-03 2.6535e+02 3.3682e+08
1.8465e-01 3.8215e+01 1.8444e+01 1.5122e+00 8.2487e+00 4.6503e+16 1.0282e-01 1.7357e+01 1.2169e+15 -4.6976e-01 2.0674e-03 2.6570e+02 3.3949e+08
1.8441e-01 3.8215e+01 1.8451e+01 1.5133e+00 8.2505e+00 4.6090e+16 1.0186e-01 1.7357e+01 1.2061e+15 -4.6493e-01 2.0729e-03 2.6605e+02 3.4176e+08
1.8417e-01 3.8214e+01 1.8457e+01 1.5148e+00 8.2523e+00 4.5681e+16 1.0106e-01 1.7357e+01 1.1954e+15 -4.6060e-01 2.0785e-03 2.6641e+02 3.4380e+08
1.8393e-01 3.8213e+01 1.8464e+01 1.5168e+00 8.2541e+00 4.5284e+16 1.0037e-01 1.7357e+01 1.1850e+15 -4.5937e-01 2.0840e-03 2.6677e+02 3.4563e+08
1.8368e-01 3.8213e+01 1.8474e+01 1.5205e+00 8.2566e+00 4.4892e+16 9.9549e-02 1.7357e+01 1.1748e+15 -4.5842e-01 2.0896e-03 2.6713e+02 3.4804e+08
1.8320e-01 3.8212e+01 1.8485e+01 1.5138e+00 8.2598e+00 4.4120e+16 9.6203e-02 1.7357e+01 1.1546e+15 -4.5039e-01 2.1007e-03 2.6784e+02 3.5524e+08
1.8271e-01 3.8211e+01 1.8492e+01 1.5041e+00 8.2621e+00 4.3327e+16 9.2948e-02 1.7357e+01 1.1339e+15 -4.2778e-01 2.1121e-03 2.6858e+02 3.6226e+08
1.8246e-01 3.8210e+01 1.8498e+01 1.5028e+00 8.2636e+00 4.2924e+16 9.1837e-02 1.7357e+01 1.1234e+15 -4.1623e-01 2.1180e-03 2.6896e+02 3.6501e+08
1.8220e-01 3.8209e+01 1.8506e+01 1.5019e+00 8.2657e+00 4.2525e+16 9.0428e-02 1.7357e+01 1.1130e+15 -4.0668e-01 2.1240e-03 2.6934e+02 3.6870e+08
1.8169e-01 3.8208e+01 1.8514e+01 1.5122e+00 8.2678e+00 4.1751e+16 9.1186e-02 1.7357e+01 1.0927e+15 -3.9849e-01 2.1362e-03 2.7013e+02 3.6803e+08
1.8144e-01 3.8208e+01 1.8521e+01 1.5248e+00 8.2692e+00 4.1377e+16 9.2802e-02 1.7357e+01 1.0830e+15 -3.9683e-01 2.1422e-03 2.7052e+02 3.6540e+08
1.8120e-01 3.8207e+01 1.8531e+01 1.5532e+00 8.2712e+00 4.1016e+16 9.7191e-02 1.7357e+01 1.0735e+15 -3.9751e-01 2.1482e-03 2.7091e+02 3.5797e+08
1.8074e-01 3.8206e+01 1.8541e+01 1.5748e+00 8.2733e+00 4.0349e+16 1.0033e-01 1.7358e+01 1.0561e+15 -4.0061e-01 2.1595e-03 2.7165e+02 3.5320e+08
1.8052e-01 3.8205e+01 1.8547e+01 1.5876e+00 8.2747e+00 4.0034e+16 1.0213e-01 1.7358e+01 1.0479e+15 -4.0036e-01 2.1650e-03 2.7201e+02 3.5064e+08
1.8031e-01 3.8205e+01 1.8556e+01 1.6037e+00 8.2767e+00 3.9730e+16 1.0424e-01 1.7358e+01 1.0399e+15 -3.9951e-01 2.1705e-03 2.7237e+02 3.4791e+08
1.7989e-01 3.8204e+01 1.8568e+01 1.6155e+00 8.2794e+00 3.9157e+16 1.0503e-01 1.7358e+01 1.0250e+15 -3.9674e-01 2.1810e-03 2.7307e+02 3.4767e+08
1.7949e-01 3.8203e+01 1.8577e+01 1.6189e+00 8.2820e+00 3.8619e+16 1.0404e-01 1.7358e+01 1.0109e+15 -3.9466e-01 2.1915e-03 2.7376e+02 3.5031e+08
1.7909e-01 3.8201e+01 1.8584e+01 1.6189e+00 8.2839e+00 3.8104e+16 1.0282e-01 1.7358e+01 9.9745e+14 -3.9399e-01 2.2019e-03 2.7445e+02 3.5310e+08
1.7888e-01 3.8201e+01 1.8589e+01 1.6189e+00 8.2851e+00 3.7851e+16 1.0203e-01 1.7358e+01 9.9084e+14 -3.9370e-01 2.2072e-03 2.7480e+02 3.5493e+08
1.7868e-01 3.8200e+01 1.8596e+01 1.6196e+00 8.2870e+00 3.7600e+16 1.0103e-01 1.7358e+01 9.8428e+14 -3.9349e-01 2.2125e-03 2.7515e+02 3.5739e+08
1.7828e-01 3.8199e+01 1.8604e+01 1.6230e+00 8.2891e+00 3.7104e+16 1.0037e-01 1.7358e+01 9.7132e+14 -3.9313e-01 2.2232e-03 2.7585e+02 3.5938e+08
1.7795e-01 3.8198e+01 1.8611e+01 1.6284e+00 8.2910e+00 3.6703e+16 1.0032e-01 1.7358e+01 9.6086e+14 -3.9155e-01 2.2320e-03 2.7643e+02 3.6022e+08
1.7762e-01 3.8197e+01 1.8618e+01 1.6367e+00 8.2926e+00 3.6312e+16 1.0101e-01 1.7358e+01 9.5066e+14 -3.9119e-01 2.2407e-03 2.7700e+02 3.5965e+08
1.7737e-01 3.8197e+01 1.8624e+01 1.6417e+00 8.2940e+00 3.6017e+16 1.0117e-01 1.7359e+01 9.4293e+14 -3.8983e-01 2.2473e-03 2.7743e+02 3.5992e+08
1.7713e-01 3.8196e+01 1.8632e+01 1.6481e+00 8.2961e+00 3.5727e+16 1.0118e-01 1.7359e+01 9.3537e+14 -3.8780e-01 2.2540e-03 2.7787e+02 3.6073e+08
