#   Radius       Mass      Log(P)   Log(Rho)   Log(T)     L(r)      Pgas/P    Log(jrot)     L/m      v/csound    omega       v_rot       csound   
7.7587e-03 2.9511e+00 2.4108e+01 6.3591e+00 9.5821e+00 3.5235e+15 5.8069e-01 1.5330e+01 1.1940e+15 1.1340e-02 1.0989e-02 5.9338e+01 8.6863e+08
7.7022e-03 2.9347e+00 2.4114e+01 6.3639e+00 9.5836e+00 3.4685e+15 5.8116e-01 1.5323e+01 1.1819e+15 1.1251e-02 1.0984e-02 5.8883e+01 8.7003e+08
7.5881e-03 2.9018e+00 2.4120e+01 6.3690e+00 9.5850e+00 4.0917e+15 5.8165e-01 1.5310e+01 1.4100e+15 1.0870e-02 1.0976e-02 5.7965e+01 8.7141e+08
7.5314e-03 2.8857e+00 2.4127e+01 6.3738e+00 9.5865e+00 4.1212e+15 5.8211e-01 1.5303e+01 1.4282e+15 1.0736e-02 1.0971e-02 5.7509e+01 8.7298e+08
7.4167e-03 2.8534e+00 2.4133e+01 6.3788e+00 9.5880e+00 3.6406e+15 5.8258e-01 1.5289e+01 1.2759e+15 1.0639e-02 1.0962e-02 5.6586e+01 8.7455e+08
7.3587e-03 2.8373e+00 2.4138e+01 6.3822e+00 9.5891e+00 3.2363e+15 5.8289e-01 1.5282e+01 1.1406e+15 1.0632e-02 1.0957e-02 5.6119e+01 8.7566e+08
7.3002e-03 2.8212e+00 2.4142e+01 6.3856e+00 9.5901e+00 2.8160e+15 5.8320e-01 1.5275e+01 9.9816e+14 1.0633e-02 1.0952e-02 5.5647e+01 8.7678e+08
7.2412e-03 2.8050e+00 2.4149e+01 6.3907e+00 9.5917e+00 2.3920e+15 5.8367e-01 1.5268e+01 8.5277e+14 1.0628e-02 1.0947e-02 5.5170e+01 8.7854e+08
7.1217e-03 2.7728e+00 2.4156e+01 6.3960e+00 9.5933e+00 1.7665e+15 5.8416e-01 1.5253e+01 6.3710e+14 1.0572e-02 1.0936e-02 5.4203e+01 8.8011e+08
7.0679e-03 2.7584e+00 2.4163e+01 6.4010e+00 9.5948e+00 1.4869e+15 5.8461e-01 1.5246e+01 5.3905e+14 1.0521e-02 1.0930e-02 5.3768e+01 8.8177e+08
6.9550e-03 2.7286e+00 2.4170e+01 6.4066e+00 9.5965e+00 1.0416e+15 5.8512e-01 1.5232e+01 3.8172e+14 1.0378e-02 1.0919e-02 5.2855e+01 8.8338e+08
6.8919e-03 2.7122e+00 2.4175e+01 6.4109e+00 9.5978e+00 5.9188e+14 5.8552e-01 1.5224e+01 2.1823e+14 1.0345e-02 1.0913e-02 5.2345e+01 8.8465e+08
6.8181e-03 2.6932e+00 2.4181e+01 6.4157e+00 9.5992e+00 3.6834e+11 5.8597e-01 1.5214e+01 1.3677e+11 1.0339e-02 1.0906e-02 5.1751e+01 8.8598e+08
6.7435e-03 2.6742e+00 2.4187e+01 6.4204e+00 9.6005e+00 -2.6553e+12 5.8639e-01 1.5204e+01 -9.9296e+11 1.0266e-02 1.0898e-02 5.1150e+01 8.8737e+08
6.6753e-03 2.6569e+00 2.4193e+01 6.4248e+00 9.6019e+00 2.9156e+05 5.8677e-01 1.5195e+01 1.0974e+05 1.0163e-02 1.0890e-02 5.0593e+01 8.8877e+08
6.6064e-03 2.6397e+00 2.4199e+01 6.4297e+00 9.6033e+00 2.9546e+05 5.8722e-01 1.5186e+01 1.1193e+05 1.0020e-02 1.0881e-02 5.0031e+01 8.9019e+08
6.5293e-03 2.6207e+00 2.4206e+01 6.4348e+00 9.6049e+00 -7.4941e+13 5.8769e-01 1.5175e+01 -2.8596e+13 9.8685e-03 1.0876e-02 4.9423e+01 8.9179e+08
6.4512e-03 2.6016e+00 2.4214e+01 6.4403e+00 9.6067e+00 9.8663e+14 5.8815e-01 1.5164e+01 3.7924e+14 9.5878e-03 1.0865e-02 4.8782e+01 8.9396e+08
6.3533e-03 2.5781e+00 2.4220e+01 6.4454e+00 9.6082e+00 2.6633e+05 5.8860e-01 1.5151e+01 1.0331e+05 9.1539e-03 1.0853e-02 4.7988e+01 8.9551e+08
6.3038e-03 2.5663e+00 2.4225e+01 6.4488e+00 9.6092e+00 2.6091e+05 5.8891e-01 1.5144e+01 1.0167e+05 9.0868e-03 1.0848e-02 4.7594e+01 8.9662e+08
6.2538e-03 2.5545e+00 2.4231e+01 6.4535e+00 9.6107e+00 -1.6093e+07 5.8930e-01 1.5136e+01 -6.2999e+06 9.0073e-03 1.0837e-02 4.7170e+01 8.9833e+08
6.1607e-03 2.5328e+00 2.4238e+01 6.4586e+00 9.6122e+00 2.6139e+05 5.8979e-01 1.5123e+01 1.0321e+05 8.7305e-03 1.0827e-02 4.6425e+01 8.9987e+08
6.1136e-03 2.5219e+00 2.4242e+01 6.4620e+00 9.6132e+00 3.9373e+13 5.9010e-01 1.5116e+01 1.5612e+13 8.6589e-03 1.0821e-02 4.6041e+01 9.0088e+08
6.0661e-03 2.5110e+00 2.4248e+01 6.4664e+00 9.6146e+00 2.5510e+05 5.9050e-01 1.5109e+01 1.0159e+05 8.6046e-03 1.0818e-02 4.5674e+01 9.0238e+08
5.9889e-03 2.4936e+00 2.4255e+01 6.4722e+00 9.6163e+00 1.4194e+14 5.9103e-01 1.5098e+01 5.6925e+13 8.3962e-03 1.0808e-02 4.5050e+01 9.0411e+08
5.9107e-03 2.4761e+00 2.4266e+01 6.4804e+00 9.6189e+00 2.7635e+05 5.9181e-01 1.5086e+01 1.1161e+05 8.4830e-03 1.0797e-02 4.4415e+01 9.0722e+08
5.7538e-03 2.4417e+00 2.4281e+01 6.4913e+00 9.6222e+00 -1.1208e+13 5.9286e-01 1.5062e+01 -4.5901e+12 8.2437e-03 1.0781e-02 4.3174e+01 9.1081e+08
5.6278e-03 2.4148e+00 2.4292e+01 6.5001e+00 9.6249e+00 2.5186e+05 5.9371e-01 1.5042e+01 1.0430e+05 8.2912e-03 1.0769e-02 4.2181e+01 9.1391e+08
5.5257e-03 2.3934e+00 2.4303e+01 6.5080e+00 9.6274e+00 1.8355e+15 5.9444e-01 1.5026e+01 7.6693e+14 8.3064e-03 1.0757e-02 4.1369e+01 9.1691e+08
5.4237e-03 2.3724e+00 2.4312e+01 6.5148e+00 9.6295e+00 -3.7632e+14 5.9508e-01 1.5009e+01 -1.5862e+14 8.2136e-03 1.0740e-02 4.0542e+01 9.1936e+08
5.3560e-03 2.3587e+00 2.4318e+01 6.5189e+00 9.6307e+00 -2.9300e+13 5.9549e-01 1.4997e+01 -1.2422e+13 7.9174e-03 1.0722e-02 3.9969e+01 9.2062e+08
5.3249e-03 2.3525e+00 2.4320e+01 6.5212e+00 9.6313e+00 2.4520e+05 5.9572e-01 1.4991e+01 1.0423e+05 8.0495e-03 1.0707e-02 3.9679e+01 9.2111e+08
5.3066e-03 2.3488e+00 2.4322e+01 6.5229e+00 9.6317e+00 6.4656e+14 5.9588e-01 1.4987e+01 2.7527e+14 8.1167e-03 1.0675e-02 3.9425e+01 9.2118e+08
5.2944e-03 2.3464e+00 2.4323e+01 6.5239e+00 9.6319e+00 -4.2895e+13 5.9599e-01 1.4985e+01 -1.8281e+13 8.3233e-03 1.0672e-02 3.9326e+01 9.2120e+08
5.2892e-03 2.3453e+00 2.4323e+01 6.5242e+00 9.6320e+00 -4.1371e+13 5.9602e-01 1.4984e+01 -1.7640e+13 8.3152e-03 1.0672e-02 3.9286e+01 9.2129e+08
5.2862e-03 2.3447e+00 2.4324e+01 6.5250e+00 9.6321e+00 1.7656e+05 5.9613e-01 1.4984e+01 7.5302e+04 8.2968e-03 1.0671e-02 3.9260e+01 9.2079e+08
5.2833e-03 2.3442e+00 2.4324e+01 6.5414e+00 9.6315e+00 -2.2508e+06 5.9865e-01 1.4981e+01 -9.6015e+05 8.3851e-03 1.0623e-02 3.9063e+01 9.0394e+08
5.2811e-03 2.3437e+00 2.4324e+01 6.5684e+00 9.6302e+00 -7.3998e+06 6.0332e-01 1.4978e+01 -3.1573e+06 8.6368e-03 1.0549e-02 3.8773e+01 8.7660e+08
5.2801e-03 2.3435e+00 2.4324e+01 6.5830e+00 9.6295e+00 -7.7882e+06 6.0609e-01 1.4977e+01 -3.3233e+06 8.8019e-03 1.0533e-02 3.8707e+01 8.6221e+08
5.2793e-03 2.3433e+00 2.4324e+01 6.5968e+00 9.6288e+00 -6.9564e+06 6.0889e-01 1.4976e+01 -2.9686e+06 8.9276e-03 1.0523e-02 3.8663e+01 8.4880e+08
5.2782e-03 2.3430e+00 2.4325e+01 6.6108e+00 9.6280e+00 -8.4977e+06 6.1189e-01 1.4976e+01 -3.6268e+06 9.1107e-03 1.0509e-02 3.8605e+01 8.3548e+08
5.2776e-03 2.3429e+00 2.4325e+01 6.6210e+00 9.6273e+00 -9.5913e+06 6.1420e-01 1.4975e+01 -4.0937e+06 9.2138e-03 1.0502e-02 3.8576e+01 8.2584e+08
5.2770e-03 2.3428e+00 2.4325e+01 6.6330e+00 9.6265e+00 -1.0017e+07 6.1705e-01 1.4975e+01 -4.2757e+06 9.3255e-03 1.0496e-02 3.8547e+01 8.1468e+08
5.2762e-03 2.3426e+00 2.4325e+01 6.6455e+00 9.6257e+00 -1.0427e+07 6.2017e-01 1.4974e+01 -4.4509e+06 9.4721e-03 1.0487e-02 3.8509e+01 8.0322e+08
5.2756e-03 2.3424e+00 2.4325e+01 6.6614e+00 9.6245e+00 -1.0169e+07 6.2439e-01 1.4974e+01 -4.3413e+06 9.5955e-03 1.0479e-02 3.8477e+01 7.8890e+08
5.2743e-03 2.3420e+00 2.4325e+01 6.6758e+00 9.6234e+00 -1.0073e+07 6.2844e-01 1.4973e+01 -4.3008e+06 9.8224e-03 1.0465e-02 3.8415e+01 7.7621e+08
5.2737e-03 2.3419e+00 2.4325e+01 6.6848e+00 9.6226e+00 -1.0171e+07 6.3112e-01 1.4973e+01 -4.3432e+06 9.9291e-03 1.0458e-02 3.8386e+01 7.6832e+08
5.2731e-03 2.3417e+00 2.4325e+01 6.6950e+00 9.6217e+00 -7.9408e+06 6.3425e-01 1.4972e+01 -3.3910e+06 1.0021e-02 1.0452e-02 3.8358e+01 7.5960e+08
5.2719e-03 2.3413e+00 2.4326e+01 6.7063e+00 9.6207e+00 -7.0156e+06 6.3789e-01 1.4972e+01 -2.9964e+06 1.0166e-02 1.0440e-02 3.8307e+01 7.5003e+08
5.2707e-03 2.3410e+00 2.4326e+01 6.7188e+00 9.6195e+00 -6.5652e+06 6.4208e-01 1.4971e+01 -2.8045e+06 1.0293e-02 1.0430e-02 3.8262e+01 7.3967e+08
5.2691e-03 2.3405e+00 2.4326e+01 6.7378e+00 9.6175e+00 -5.6777e+06 6.4888e-01 1.4970e+01 -2.4259e+06 1.0454e-02 1.0420e-02 3.8213e+01 7.2426e+08
5.2656e-03 2.3394e+00 2.4327e+01 6.7543e+00 9.6157e+00 -3.5651e+06 6.5521e-01 1.4970e+01 -1.5240e+06 1.0706e-02 1.0424e-02 3.8201e+01 7.1128e+08
5.2617e-03 2.3381e+00 2.4328e+01 6.7643e+00 9.6147e+00 -1.5739e+06 6.5913e-01 1.4972e+01 -6.7315e+05 1.0863e-02 1.0484e-02 3.8394e+01 7.0393e+08
5.2564e-03 2.3362e+00 2.4329e+01 6.7760e+00 9.6134e+00 -1.8941e+06 6.6390e-01 1.4977e+01 -8.1073e+05 1.1000e-02 1.0638e-02 3.8916e+01 6.9542e+08
5.2522e-03 2.3348e+00 2.4329e+01 6.7839e+00 9.6124e+00 -1.8955e+06 6.6725e-01 1.4987e+01 -8.1188e+05 1.1107e-02 1.0886e-02 3.9794e+01 6.8973e+08
5.2497e-03 2.3339e+00 2.4330e+01 6.8105e+00 9.6085e+00 -6.4071e+06 6.7977e-01 1.5003e+01 -2.7452e+06 1.1227e-02 1.1308e-02 4.1315e+01 6.6988e+08
5.2442e-03 2.3318e+00 2.4332e+01 6.8215e+00 9.6071e+00 -1.1569e+06 6.8487e-01 1.5057e+01 -4.9613e+05 1.1479e-02 1.2826e-02 4.6812e+01 6.6283e+08
5.2353e-03 2.3283e+00 2.4334e+01 6.8382e+00 9.6047e+00 -1.8219e+06 6.9328e-01 1.5147e+01 -7.8248e+05 1.1599e-02 1.5838e-02 5.7709e+01 6.5177e+08
5.2279e-03 2.3254e+00 2.4336e+01 6.8467e+00 9.6041e+00 -2.7643e+05 6.9696e-01 1.5345e+01 -1.1887e+05 1.1656e-02 2.5057e-02 9.1172e+01 6.4768e+08
5.2105e-03 2.3183e+00 2.4341e+01 6.8624e+00 9.6026e+00 -3.9928e+05 7.0425e-01 1.5545e+01 -1.7223e+05 1.1641e-02 3.9981e-02 1.4499e+02 6.3973e+08
5.1873e-03 2.3085e+00 2.4347e+01 6.8695e+00 9.6033e+00 1.5799e+05 7.0616e-01 1.5660e+01 6.8438e+04 1.1609e-02 5.2643e-02 1.9006e+02 6.3859e+08
5.1643e-03 2.2988e+00 2.4353e+01 6.8905e+00 9.6015e+00 -3.3800e+05 7.1527e-01 1.5747e+01 -1.4703e+05 1.1615e-02 6.4835e-02 2.3303e+02 6.2835e+08
5.1326e-03 2.2849e+00 2.4359e+01 6.9053e+00 9.6007e+00 -1.7775e+05 7.2124e-01 1.5882e+01 -7.7794e+04 1.1743e-02 8.9558e-02 3.1992e+02 6.2208e+08
5.1172e-03 2.2780e+00 2.4366e+01 6.9120e+00 9.6019e+00 2.2732e+05 7.2239e-01 1.5899e+01 9.9788e+04 1.1753e-02 9.3732e-02 3.3382e+02 6.2207e+08
5.0799e-03 2.2611e+00 2.4376e+01 6.9208e+00 9.6041e+00 2.6426e+05 7.2336e-01 1.5896e+01 1.1687e+05 1.1672e-02 9.4389e-02 3.3371e+02 6.2311e+08
5.0362e-03 2.2413e+00 2.4395e+01 6.9360e+00 9.6082e+00 2.7332e+05 7.2461e-01 1.5889e+01 1.2195e+05 1.1621e-02 9.4631e-02 3.3169e+02 6.2545e+08
4.9341e-03 2.1946e+00 2.4417e+01 6.9576e+00 9.6124e+00 2.2636e+05 7.2825e-01 1.5879e+01 1.0314e+05 1.1463e-02 9.6255e-02 3.3054e+02 6.2605e+08
4.8641e-03 2.1622e+00 2.4431e+01 6.9726e+00 9.6144e+00 1.8081e+05 7.3167e-01 1.5874e+01 8.3621e+04 1.1385e-02 9.7851e-02 3.3126e+02 6.2516e+08
4.8296e-03 2.1460e+00 2.4438e+01 6.9781e+00 9.6162e+00 2.8177e+05 7.3193e-01 1.5871e+01 1.3130e+05 1.1344e-02 9.8667e-02 3.3165e+02 6.2647e+08
4.8087e-03 2.1362e+00 2.4444e+01 6.9821e+00 9.6175e+00 -1.0156e+10 7.3206e-01 1.5867e+01 -4.7543e+09 1.1310e-02 9.8662e-02 3.3020e+02 6.2754e+08
4.7879e-03 2.1264e+00 2.4449e+01 6.9862e+00 9.6188e+00 2.7924e+05 7.3227e-01 1.5864e+01 1.3132e+05 1.1279e-02 9.8657e-02 3.2875e+02 6.2853e+08
4.7670e-03 2.1166e+00 2.4455e+01 6.9903e+00 9.6201e+00 2.8404e+05 7.3241e-01 1.5860e+01 1.3420e+05 1.1250e-02 9.8650e-02 3.2730e+02 6.2959e+08
4.7462e-03 2.1067e+00 2.4459e+01 6.9934e+00 9.6211e+00 2.8287e+05 7.3253e-01 1.5856e+01 1.3427e+05 1.1223e-02 9.8645e-02 3.2585e+02 6.3038e+08
4.7354e-03 2.1016e+00 2.4462e+01 6.9972e+00 9.6213e+00 9.2047e+04 7.3374e-01 1.5854e+01 4.3798e+04 1.1221e-02 9.8621e-02 3.2503e+02 6.2969e+08
4.7246e-03 2.0965e+00 2.4466e+01 7.0012e+00 9.6222e+00 2.3300e+05 7.3429e-01 1.5853e+01 1.1114e+05 1.1222e-02 9.8854e-02 3.2505e+02 6.2993e+08
4.7031e-03 2.0863e+00 2.4475e+01 7.0099e+00 9.6237e+00 2.0465e+05 7.3586e-01 1.5852e+01 9.8092e+04 1.1215e-02 9.9631e-02 3.2612e+02 6.2984e+08
4.6604e-03 2.0659e+00 2.4484e+01 7.0175e+00 9.6257e+00 2.5395e+05 7.3660e-01 1.5849e+01 1.2292e+05 1.1194e-02 1.0070e-01 3.2662e+02 6.3109e+08
4.6338e-03 2.0532e+00 2.4491e+01 7.0231e+00 9.6273e+00 2.6173e+05 7.3702e-01 1.5844e+01 1.2748e+05 1.1171e-02 1.0067e-01 3.2465e+02 6.3222e+08
4.6072e-03 2.0404e+00 2.4498e+01 7.0284e+00 9.6287e+00 2.5160e+05 7.3753e-01 1.5839e+01 1.2331e+05 1.1147e-02 1.0064e-01 3.2270e+02 6.3309e+08
4.5860e-03 2.0302e+00 2.4503e+01 7.0336e+00 9.6298e+00 2.1703e+05 7.3839e-01 1.5835e+01 1.0690e+05 1.1132e-02 1.0062e-01 3.2114e+02 6.3344e+08
4.5648e-03 2.0201e+00 2.4509e+01 7.0391e+00 9.6309e+00 2.1785e+05 7.3922e-01 1.5832e+01 1.0784e+05 1.1121e-02 1.0103e-01 3.2096e+02 6.3360e+08
4.5437e-03 2.0099e+00 2.4515e+01 7.0468e+00 9.6313e+00 9.1289e+04 7.4155e-01 1.5831e+01 4.5421e+04 1.1122e-02 1.0176e-01 3.2179e+02 6.3219e+08
4.5228e-03 1.9997e+00 2.4522e+01 7.0520e+00 9.6331e+00 2.7596e+05 7.4168e-01 1.5829e+01 1.3800e+05 1.1110e-02 1.0211e-01 3.2141e+02 6.3360e+08
4.4915e-03 1.9844e+00 2.4531e+01 7.0589e+00 9.6350e+00 2.5287e+05 7.4223e-01 1.5824e+01 1.2743e+05 1.1056e-02 1.0241e-01 3.2013e+02 6.3484e+08
4.4602e-03 1.9691e+00 2.4537e+01 7.0656e+00 9.6361e+00 1.9945e+05 7.4336e-01 1.5821e+01 1.0129e+05 1.1008e-02 1.0315e-01 3.2019e+02 6.3472e+08
4.4446e-03 1.9615e+00 2.4541e+01 7.0690e+00 9.6371e+00 2.5225e+05 7.4362e-01 1.5824e+01 1.2860e+05 1.0981e-02 1.0443e-01 3.2305e+02 6.3533e+08
4.4291e-03 1.9538e+00 2.4547e+01 7.0741e+00 9.6382e+00 2.1664e+05 7.4439e-01 1.5821e+01 1.1088e+05 1.0949e-02 1.0450e-01 3.2212e+02 6.3578e+08
4.4034e-03 1.9412e+00 2.4554e+01 7.0801e+00 9.6397e+00 2.3610e+05 7.4504e-01 1.5816e+01 1.2163e+05 1.0895e-02 1.0447e-01 3.2016e+02 6.3665e+08
4.3778e-03 1.9285e+00 2.4562e+01 7.0863e+00 9.6414e+00 2.4637e+05 7.4557e-01 1.5810e+01 1.2775e+05 1.0839e-02 1.0443e-01 3.1820e+02 6.3782e+08
4.3474e-03 1.9135e+00 2.4568e+01 7.0910e+00 9.6430e+00 2.6423e+05 7.4576e-01 1.5804e+01 1.3809e+05 1.0771e-02 1.0439e-01 3.1585e+02 6.3904e+08
4.3322e-03 1.9060e+00 2.4573e+01 7.0940e+00 9.6440e+00 2.6677e+05 7.4586e-01 1.5801e+01 1.3997e+05 1.0737e-02 1.0439e-01 3.1474e+02 6.3988e+08
4.3170e-03 1.8985e+00 2.4577e+01 7.0976e+00 9.6452e+00 2.6723e+05 7.4596e-01 1.5798e+01 1.4076e+05 1.0706e-02 1.0438e-01 3.1363e+02 6.4088e+08
4.2967e-03 1.8884e+00 2.4583e+01 7.1054e+00 9.6455e+00 6.7200e+04 7.4845e-01 1.5795e+01 3.5585e+04 1.0689e-02 1.0454e-01 3.1263e+02 6.3934e+08
4.2767e-03 1.8784e+00 2.4589e+01 7.1107e+00 9.6466e+00 2.2031e+05 7.4909e-01 1.5797e+01 1.1728e+05 1.0682e-02 1.0605e-01 3.1565e+02 6.3961e+08
4.2566e-03 1.8684e+00 2.4595e+01 7.1156e+00 9.6480e+00 2.3704e+05 7.4956e-01 1.5793e+01 1.2687e+05 1.0657e-02 1.0615e-01 3.1448e+02 6.4042e+08
4.2339e-03 1.8570e+00 2.4601e+01 7.1205e+00 9.6495e+00 2.5811e+05 7.4976e-01 1.5788e+01 1.3899e+05 1.0622e-02 1.0610e-01 3.1266e+02 6.4159e+08
4.2111e-03 1.8456e+00 2.4608e+01 7.1273e+00 9.6506e+00 1.8168e+05 7.5106e-01 1.5785e+01 9.8438e+04 1.0593e-02 1.0635e-01 3.1169e+02 6.4164e+08
4.1857e-03 1.8328e+00 2.4615e+01 7.1341e+00 9.6520e+00 2.0117e+05 7.5212e-01 1.5783e+01 1.0976e+05 1.0565e-02 1.0725e-01 3.1243e+02 6.4192e+08
4.1604e-03 1.8200e+00 2.4622e+01 7.1393e+00 9.6535e+00 2.4813e+05 7.5242e-01 1.5778e+01 1.3633e+05 1.0523e-02 1.0735e-01 3.1084e+02 6.4311e+08
4.1387e-03 1.8091e+00 2.4628e+01 7.1439e+00 9.6550e+00 2.5318e+05 7.5263e-01 1.5774e+01 1.3995e+05 1.0476e-02 1.0735e-01 3.0921e+02 6.4429e+08
4.1170e-03 1.7981e+00 2.4634e+01 7.1480e+00 9.6562e+00 2.4601e+05 7.5288e-01 1.5769e+01 1.3682e+05 1.0427e-02 1.0734e-01 3.0757e+02 6.4525e+08
4.1011e-03 1.7901e+00 2.4638e+01 7.1513e+00 9.6573e+00 2.5692e+05 7.5298e-01 1.5766e+01 1.4352e+05 1.0388e-02 1.0734e-01 3.0638e+02 6.4617e+08
4.0853e-03 1.7821e+00 2.4645e+01 7.1564e+00 9.6589e+00 2.4502e+05 7.5330e-01 1.5762e+01 1.3749e+05 1.0348e-02 1.0734e-01 3.0519e+02 6.4739e+08
4.0535e-03 1.7660e+00 2.4654e+01 7.1638e+00 9.6607e+00 2.2312e+05 7.5408e-01 1.5757e+01 1.2634e+05 1.0273e-02 1.0764e-01 3.0368e+02 6.4825e+08
4.0264e-03 1.7523e+00 2.4660e+01 7.1697e+00 9.6619e+00 2.0114e+05 7.5499e-01 1.5752e+01 1.1479e+05 1.0211e-02 1.0782e-01 3.0213e+02 6.4877e+08
4.0077e-03 1.7428e+00 2.4666e+01 7.1737e+00 9.6632e+00 2.5330e+05 7.5512e-01 1.5747e+01 1.4534e+05 1.0161e-02 1.0780e-01 3.0067e+02 6.4988e+08
3.9889e-03 1.7332e+00 2.4671e+01 7.1779e+00 9.6645e+00 2.4487e+05 7.5535e-01 1.5743e+01 1.4128e+05 1.0104e-02 1.0778e-01 2.9921e+02 6.5093e+08
3.9688e-03 1.7230e+00 2.4677e+01 7.1833e+00 9.6656e+00 1.9694e+05 7.5617e-01 1.5739e+01 1.1430e+05 1.0044e-02 1.0775e-01 2.9764e+02 6.5124e+08
3.9487e-03 1.7128e+00 2.4685e+01 7.1887e+00 9.6675e+00 -4.3722e+10 7.5630e-01 1.5737e+01 -2.5527e+10 9.9871e-03 1.0840e-01 2.9791e+02 6.5279e+08
3.9174e-03 1.6969e+00 2.4693e+01 7.1945e+00 9.6694e+00 2.5243e+05 7.5646e-01 1.5730e+01 1.4876e+05 9.8902e-03 1.0841e-01 2.9556e+02 6.5450e+08
3.8931e-03 1.6845e+00 2.4698e+01 7.1986e+00 9.6707e+00 2.4826e+05 7.5661e-01 1.5725e+01 1.4738e+05 9.8157e-03 1.0841e-01 2.9374e+02 6.5564e+08
3.8792e-03 1.6774e+00 2.4704e+01 7.2059e+00 9.6715e+00 1.2521e+05 7.5836e-01 1.5724e+01 7.4645e+04 9.7831e-03 1.0906e-01 2.9446e+02 6.5469e+08
3.8516e-03 1.6633e+00 2.4713e+01 7.2138e+00 9.6729e+00 1.8026e+05 7.5971e-01 1.5722e+01 1.0837e+05 9.7291e-03 1.1008e-01 2.9508e+02 6.5487e+08
3.8241e-03 1.6492e+00 2.4721e+01 7.2197e+00 9.6749e+00 2.5081e+05 7.5982e-01 1.5717e+01 1.5208e+05 9.6553e-03 1.1046e-01 2.9399e+02 6.5655e+08
3.7965e-03 1.6351e+00 2.4727e+01 7.2262e+00 9.6761e+00 1.8068e+05 7.6090e-01 1.5713e+01 1.1050e+05 9.5835e-03 1.1107e-01 2.9348e+02 6.5669e+08
3.7793e-03 1.6262e+00 2.4732e+01 7.2315e+00 9.6768e+00 1.5045e+05 7.6205e-01 1.5711e+01 9.2516e+04 9.5481e-03 1.1148e-01 2.9322e+02 6.5660e+08
3.7620e-03 1.6173e+00 2.4738e+01 7.2367e+00 9.6776e+00 1.5613e+05 7.6313e-01 1.5707e+01 9.6540e+04 9.5149e-03 1.1147e-01 2.9187e+02 6.5650e+08
3.7448e-03 1.6084e+00 2.4743e+01 7.2406e+00 9.6788e+00 2.3542e+05 7.6332e-01 1.5704e+01 1.4637e+05 9.4750e-03 1.1165e-01 2.9099e+02 6.5747e+08
3.7276e-03 1.5995e+00 2.4748e+01 7.2447e+00 9.6802e+00 2.3966e+05 7.6347e-01 1.5700e+01 1.4983e+05 9.4276e-03 1.1162e-01 2.8957e+02 6.5861e+08
3.7069e-03 1.5888e+00 2.4755e+01 7.2504e+00 9.6813e+00 1.8407e+05 7.6437e-01 1.5695e+01 1.1586e+05 9.3763e-03 1.1157e-01 2.8783e+02 6.5905e+08
3.6862e-03 1.5780e+00 2.4761e+01 7.2548e+00 9.6828e+00 -1.4855e+11 7.6449e-01 1.5690e+01 -9.4138e+10 9.3252e-03 1.1156e-01 2.8620e+02 6.6038e+08
3.6655e-03 1.5673e+00 2.4766e+01 7.2582e+00 9.6839e+00 2.3842e+05 7.6461e-01 1.5685e+01 1.5212e+05 9.2685e-03 1.1155e-01 2.8457e+02 6.6136e+08
3.6551e-03 1.5620e+00 2.4769e+01 7.2606e+00 9.6846e+00 2.2622e+05 7.6476e-01 1.5682e+01 1.4483e+05 9.2413e-03 1.1154e-01 2.8375e+02 6.6192e+08
3.6447e-03 1.5566e+00 2.4773e+01 7.2640e+00 9.6857e+00 2.2978e+05 7.6488e-01 1.5680e+01 1.4762e+05 9.2139e-03 1.1154e-01 2.8293e+02 6.6290e+08
3.6238e-03 1.5458e+00 2.4780e+01 7.2687e+00 9.6872e+00 2.2861e+05 7.6515e-01 1.5675e+01 1.4789e+05 9.1586e-03 1.1153e-01 2.8129e+02 6.6408e+08
3.6029e-03 1.5350e+00 2.4784e+01 7.2720e+00 9.6882e+00 2.3435e+05 7.6528e-01 1.5670e+01 1.5267e+05 9.1031e-03 1.1154e-01 2.7968e+02 6.6498e+08
3.5941e-03 1.5305e+00 2.4787e+01 7.2740e+00 9.6889e+00 2.2756e+05 7.6539e-01 1.5668e+01 1.4869e+05 9.0803e-03 1.1156e-01 2.7906e+02 6.6547e+08
3.5854e-03 1.5260e+00 2.4791e+01 7.2769e+00 9.6898e+00 2.3450e+05 7.6549e-01 1.5666e+01 1.5367e+05 9.0572e-03 1.1156e-01 2.7839e+02 6.6628e+08
3.5679e-03 1.5170e+00 2.4799e+01 7.2838e+00 9.6913e+00 1.8856e+05 7.6648e-01 1.5662e+01 1.2430e+05 9.0141e-03 1.1158e-01 2.7708e+02 6.6700e+08
3.5330e-03 1.4990e+00 2.4808e+01 7.2920e+00 9.6931e+00 1.9558e+05 7.6746e-01 1.5659e+01 1.3048e+05 8.9365e-03 1.1308e-01 2.7804e+02 6.6764e+08
3.5084e-03 1.4862e+00 2.4815e+01 7.2987e+00 9.6945e+00 1.8092e+05 7.6849e-01 1.5654e+01 1.2173e+05 8.8817e-03 1.1336e-01 2.7679e+02 6.6824e+08
3.4838e-03 1.4735e+00 2.4821e+01 7.3027e+00 9.6959e+00 2.3659e+05 7.6856e-01 1.5648e+01 1.6056e+05 8.8183e-03 1.1340e-01 2.7496e+02 6.6951e+08
3.4715e-03 1.4671e+00 2.4826e+01 7.3064e+00 9.6971e+00 2.3438e+05 7.6865e-01 1.5645e+01 1.5975e+05 8.7829e-03 1.1340e-01 2.7399e+02 6.7067e+08
